circ,base,s1,s1s2,s1s2b,total_speedup,cli,final_over_cli
distillation,11.87766122105263,9.173471189473686,9.064358778947367,9.121244936842107,1.3021973758293601,0.01133116401877595,804.9698090794585
cultivation_d3,6.043651363636363,4.508512223776224,4.30464911888112,4.371373552447553,1.3825520265255058,0.002185964826309485,1999.745604245446
cultivation_d5,70.98432416666667,60.771536611111124,55.67628794444445,50.02425538888889,1.418998116310459,0.08234521628819737,607.4943711825422
coherent_d3_r1,1.3480050126126129,0.7983329423423424,0.882924263063063,0.8909065513513514,1.5130711639373646,0.0012738862305801252,699.3611595484742
coherent_d3_r3,6.1599971791044785,4.809141626865673,4.1012081268656715,4.174935641791045,1.4754711707272794,0.014059544425370017,296.94672284384274
coherent_d5_r1,5.679914627737226,3.914376635036496,3.3396257956204383,3.2315847810218976,1.7576251321313356,0.20656335067669176,15.644521501202313
coherent_d5_r5,132.50738250000003,120.53649133333334,81.27548833333334,81.12710066666668,1.6333306800207685,8618.919192,0.009412676793856949
coherent_rx_d3_r1,7.0644956160714285,6.238031866071429,5.755688008928573,4.962261053571429,1.423644491856587,0.13103987149303514,37.868329669685124
coherent_ry_d3_r3,468.058287,464.98442700000004,450.93842100000006,68.29015199999999,6.853964639000951,5.015525363636364,13.615752498256366
