circ,spb,base_ms,s1_ms,s1s2_ms,s2_speedup,total_speedup,cli_ms,s1s2_over_cli
distillation,91,11.681913000000002,8.882309527472527,8.97561021978022,0.9896050864483754,1.3015174137414858,0.011221240428649937,799.8768297365592
cultivation_d3,158,5.901705303797468,4.4589259810126585,4.2297114050632905,1.0541915402726958,1.39529739469522,0.002143669522399955,1973.1172929714921
cultivation_d5,18,69.17641972222224,58.50802872222222,54.527430666666675,1.0730017535557372,1.2686535726413877,0.08124711432903715,671.1306748180588
coherent_d3_r1,564,1.320765255319149,0.7990454078014185,0.8828200975177305,0.905105592915402,1.4960752015419798,0.0012476918663516705,707.5625972453856
coherent_d3_r3,135,5.945722022222222,4.588586237037038,4.002579466666667,1.1464072794183386,1.4854725738084589,0.01376524134208481,290.774376358334
coherent_d5_r1,150,5.462661873333333,3.8522798066666666,3.2749145333333334,1.1762993407787252,1.6680318883843441,0.2051510233934611,15.963432593033394
coherent_d5_r5,6,131.38356033333335,121.58797966666668,80.88243533333333,1.5032680354588401,1.6243769094226006,8660.784888,0.009338926711527086
coherent_rx_d3_r1,114,7.014742210526316,6.128176692982457,5.723743245614035,1.0706589079931792,1.225551515767508,0.1292666119029276,44.27858950857522
coherent_ry_d3_r3,1,470.19514000000004,464.84994300000005,450.608903,1.0316039916326287,1.043466156282314,4.970792333333333,90.65132332692502
